Age,Gender,Education,Person Income,Employee Experience,Home Ownership,Loan Amount,Loan Intent,Loan interest Rate,Loan percentage,Credit History,Credit Score,Is Rejected
23,male,Master,138731,0,RENT,24000,MEDICAL,20.0,0.17,3,613,1
23,male,Master,166378,0,RENT,24000,DEBTCONSOLIDATION,16.0,0.14,2,714,1
24,male,Associate,22684,0,OWN,13000,PERSONAL,7.88,0.57,3,640,1
21,male,Bachelor,22366,0,OWN,6250,VENTURE,10.62,0.28,4,637,1
26,male,Bachelor,178439,0,RENT,24000,EDUCATION,18.3,0.13,2,615,1
24,male,Associate,53633,4,RENT,23975,HOMEIMPROVEMENT,11.01,0.45,2,678,1
23,female,Master,144983,2,RENT,23750,MEDICAL,13.47,0.16,2,676,0
24,female,High School,67032,2,RENT,23600,PERSONAL,11.89,0.35,3,624,1
24,male,High School,22664,0,MORTGAGE,10000,DEBTCONSOLIDATION,12.18,0.44,2,649,1
23,female,Associate,91275,0,RENT,23575,PERSONAL,14.5,0.26,4,613,1
22,male,Bachelor,22564,1,OWN,4000,MEDICAL,11.01,0.18,2,684,1
22,male,Bachelor,22786,0,OWN,5400,MEDICAL,15.31,0.24,2,647,1
25,male,High School,22450,4,MORTGAGE,4000,MEDICAL,11.01,0.18,3,580,1
21,female,Bachelor,22666,0,OWN,3375,VENTURE,11.01,0.15,2,630,1
22,male,Bachelor,81701,1,RENT,23400,VENTURE,7.49,0.29,2,589,1
22,male,High School,52984,0,RENT,23000,PERSONAL,11.01,0.43,3,621,1
25,female,Master,68579,1,RENT,23000,EDUCATION,11.01,0.34,2,665,1
23,female,Bachelor,73014,0,RENT,23000,VENTURE,12.18,0.32,4,668,1
25,female,High School,76932,2,RENT,23000,EDUCATION,9.91,0.3,3,604,1
24,male,High School,78955,1,RENT,23000,HOMEIMPROVEMENT,11.99,0.29,4,620,1
23,male,Master,82567,0,RENT,23000,EDUCATION,9.62,0.28,2,558,1
22,male,Bachelor,22466,0,OWN,3000,DEBTCONSOLIDATION,9.96,0.13,3,603,1
24,male,Associate,106607,1,RENT,23000,VENTURE,14.54,0.22,2,641,1
22,male,Bachelor,71385,0,RENT,22750,MEDICAL,11.36,0.32,4,521,1
23,female,Bachelor,84865,3,RENT,22500,DEBTCONSOLIDATION,14.27,0.27,2,655,1
24,male,Bachelor,22789,1,OWN,3000,HOMEIMPROVEMENT,11.99,0.13,3,663,1
26,female,Bachelor,84801,4,RENT,22500,EDUCATION,18.99,0.27,2,605,1
24,male,Bachelor,88421,4,RENT,22400,VENTURE,16.7,0.25,4,708,1
24,male,High School,23071,3,MORTGAGE,5000,PERSONAL,9.32,0.22,3,571,1
23,male,Bachelor,43042,1,RENT,22250,DEBTCONSOLIDATION,12.69,0.52,3,678,1
25,female,High School,53119,1,RENT,22000,HOMEIMPROVEMENT,13.11,0.41,2,597,1
25,male,Bachelor,63311,1,RENT,22000,PERSONAL,10.74,0.35,2,689,1
21,male,Bachelor,23597,0,MORTGAGE,4200,PERSONAL,14.11,0.18,4,675,1
22,female,High School,69308,1,RENT,22000,EDUCATION,9.63,0.32,3,591,1
25,female,High School,70598,5,RENT,22000,MEDICAL,14.65,0.31,2,616,1
23,female,High School,73044,0,RENT,22000,DEBTCONSOLIDATION,10.25,0.3,4,640,1
24,male,Bachelor,73043,0,RENT,22000,VENTURE,14.26,0.3,2,593,1
25,female,Bachelor,23627,4,MORTGAGE,3000,EDUCATION,9.91,0.13,2,649,1
26,male,Bachelor,68198,4,RENT,22000,MEDICAL,17.19,0.32,3,645,1
22,female,High School,85089,0,RENT,22000,EDUCATION,11.36,0.26,4,537,1
22,female,Bachelor,80358,0,RENT,22000,EDUCATION,11.01,0.27,2,635,1
24,female,Master,93232,2,RENT,22000,EDUCATION,9.25,0.24,2,625,0
22,female,Master,23497,0,OWN,3625,MEDICAL,8.49,0.15,3,557,1
26,male,Associate,93314,8,RENT,22000,VENTURE,6.54,0.24,3,643,0
21,female,Associate,23543,0,OWN,6000,MEDICAL,8.49,0.25,3,631,1
24,female,Bachelor,23667,3,OWN,7400,MEDICAL,13.85,0.31,2,662,1
25,male,Associate,23719,2,OWN,4000,DEBTCONSOLIDATION,7.4,0.17,3,667,1
23,male,High School,101575,1,RENT,22000,DEBTCONSOLIDATION,11.71,0.22,4,586,0
25,female,Master,94168,3,RENT,22000,PERSONAL,11.48,0.23,3,719,1
25,male,Master,99394,1,RENT,22000,EDUCATION,17.51,0.22,2,646,1
21,male,High School,23504,0,MORTGAGE,3500,DEBTCONSOLIDATION,14.61,0.15,3,646,1
23,male,Bachelor,120500,3,RENT,22000,DEBTCONSOLIDATION,7.88,0.18,4,646,0
22,male,Bachelor,24148,1,MORTGAGE,4950,PERSONAL,11.71,0.2,2,594,1
25,male,Bachelor,69353,1,RENT,21700,PERSONAL,11.99,0.31,2,664,1
24,male,High School,65946,0,RENT,21600,VENTURE,13.49,0.33,2,605,1
23,female,High School,68677,0,RENT,21600,MEDICAL,20.0,0.31,4,646,1
26,female,Associate,76687,3,RENT,21600,DEBTCONSOLIDATION,14.35,0.28,3,655,1
22,female,Bachelor,99087,0,RENT,21600,PERSONAL,13.61,0.22,3,597,0
22,male,High School,94523,0,RENT,21600,DEBTCONSOLIDATION,11.26,0.23,3,679,1
22,female,High School,24092,0,OWN,2400,VENTURE,10.59,0.1,3,654,0
24,female,Bachelor,135365,1,RENT,21600,MEDICAL,7.9,0.16,2,556,0
24,male,Associate,24420,2,MORTGAGE,7000,HOMEIMPROVEMENT,5.99,0.29,4,694,1
25,male,High School,23948,3,OWN,3000,EDUCATION,11.99,0.13,4,587,1
24,female,Associate,71718,2,RENT,21500,MEDICAL,16.89,0.3,3,620,1
24,female,Master,84999,0,RENT,21500,HOMEIMPROVEMENT,9.99,0.25,3,701,1
25,male,High School,73404,4,RENT,21450,EDUCATION,7.29,0.29,4,671,1
22,male,High School,38473,0,RENT,21250,DEBTCONSOLIDATION,12.42,0.55,3,599,1
25,male,Associate,57546,3,RENT,21250,VENTURE,10.99,0.37,2,610,1
25,male,Bachelor,62422,4,RENT,21250,VENTURE,6.91,0.34,2,588,1
22,male,Bachelor,23993,1,MORTGAGE,5000,DEBTCONSOLIDATION,14.17,0.21,2,691,1
22,male,High School,64732,0,RENT,21250,MEDICAL,10.25,0.33,3,645,1
26,male,Associate,23955,2,OWN,9250,EDUCATION,11.01,0.39,2,618,1
24,male,Bachelor,68154,2,RENT,21250,VENTURE,15.95,0.31,3,672,1
24,female,Associate,79138,2,RENT,21250,EDUCATION,15.95,0.27,4,650,1
21,male,High School,42536,0,RENT,21000,VENTURE,12.53,0.49,4,687,1
22,male,Associate,23888,0,MORTGAGE,1400,HOMEIMPROVEMENT,14.91,0.06,4,535,1
23,male,Associate,24013,0,MORTGAGE,3000,MEDICAL,11.01,0.12,4,604,1
26,female,Bachelor,48929,6,RENT,21000,MEDICAL,6.54,0.43,4,601,1
26,male,Bachelor,51379,5,RENT,21000,MEDICAL,17.26,0.41,4,666,1
23,male,High School,76364,0,RENT,21000,MEDICAL,11.36,0.27,2,645,1
26,male,Bachelor,24297,3,MORTGAGE,4000,VENTURE,7.51,0.16,4,678,1
22,female,Bachelor,71599,0,RENT,21000,PERSONAL,10.71,0.29,3,644,1
26,female,Associate,79163,3,RENT,21000,DEBTCONSOLIDATION,14.09,0.27,3,627,1
22,female,Master,23973,0,MORTGAGE,5000,MEDICAL,15.33,0.21,3,571,1
25,female,High School,75181,4,RENT,21000,MEDICAL,16.32,0.28,4,546,1
24,female,Associate,95767,2,RENT,21000,HOMEIMPROVEMENT,7.9,0.22,2,640,0
24,male,High School,101708,2,RENT,21000,MEDICAL,10.75,0.21,4,593,0
22,male,Bachelor,113027,2,RENT,21000,EDUCATION,9.91,0.19,3,701,0
26,female,Bachelor,98366,4,RENT,21000,EDUCATION,16.95,0.21,3,702,1
25,female,Associate,120885,4,RENT,21000,PERSONAL,16.49,0.17,3,637,1
26,female,Associate,24183,5,OTHER,7500,PERSONAL,11.97,0.31,2,621,1
21,male,High School,23664,1,MORTGAGE,6250,DEBTCONSOLIDATION,6.17,0.26,3,637,1
26,male,Associate,150692,7,RENT,21000,HOMEIMPROVEMENT,8.9,0.14,2,534,0
23,male,Bachelor,99197,1,RENT,20900,PERSONAL,12.69,0.21,2,638,0
21,female,Associate,24468,0,MORTGAGE,15000,EDUCATION,9.64,0.61,2,548,1
26,female,High School,61015,2,RENT,20500,VENTURE,7.49,0.34,3,676,1
23,male,Associate,84845,0,RENT,20500,EDUCATION,13.16,0.24,3,641,0
23,male,Bachelor,65613,0,RENT,20375,PERSONAL,7.49,0.31,2,518,1
26,male,High School,32325,4,RENT,20050,EDUCATION,9.76,0.62,2,652,1
24,female,Associate,40881,0,RENT,20000,DEBTCONSOLIDATION,10.99,0.49,3,600,1
23,male,Associate,24766,0,OWN,5000,PERSONAL,11.71,0.2,4,649,0
24,male,Master,43287,0,RENT,20000,MEDICAL,12.53,0.46,4,600,1
25,male,Bachelor,46375,2,RENT,20000,MEDICAL,14.59,0.43,4,654,1
23,female,High School,39416,0,RENT,20000,DEBTCONSOLIDATION,12.61,0.51,4,593,1
25,male,Associate,46636,2,RENT,20000,MEDICAL,13.11,0.43,2,614,1
23,male,Associate,25168,0,MORTGAGE,6400,MEDICAL,10.65,0.25,4,638,0
25,male,Bachelor,47473,3,RENT,20000,PERSONAL,11.22,0.42,4,633,1
23,female,High School,40632,0,RENT,20000,EDUCATION,16.0,0.49,2,649,1
25,female,Associate,41468,2,RENT,20000,HOMEIMPROVEMENT,8.88,0.48,4,591,1
24,male,High School,48897,2,RENT,20000,PERSONAL,12.53,0.41,3,656,1
21,male,Bachelor,44226,0,RENT,20000,MEDICAL,11.01,0.45,2,637,1
25,male,Associate,51210,4,RENT,20000,EDUCATION,13.47,0.39,4,645,1
22,male,High School,51305,1,RENT,20000,VENTURE,6.99,0.39,4,602,1
22,male,High School,45716,0,RENT,20000,DEBTCONSOLIDATION,16.69,0.44,3,447,1
25,male,Bachelor,46683,3,RENT,20000,MEDICAL,11.11,0.43,4,636,1
22,female,Associate,54870,0,RENT,20000,EDUCATION,7.9,0.36,4,631,1
23,male,Associate,55291,3,RENT,20000,PERSONAL,10.25,0.36,2,632,1
24,female,High School,54919,4,RENT,20000,MEDICAL,11.01,0.36,2,670,1
23,female,Bachelor,25141,0,OWN,1200,MEDICAL,7.49,0.05,3,700,0
22,male,High School,54899,0,RENT,20000,DEBTCONSOLIDATION,13.92,0.36,3,650,1
24,male,Associate,47903,0,RENT,20000,MEDICAL,14.74,0.42,2,665,1
24,male,Associate,56744,0,RENT,20000,EDUCATION,10.62,0.35,2,582,1
22,male,Associate,58440,0,RENT,20000,VENTURE,10.65,0.34,3,656,1
22,female,Associate,51628,0,RENT,20000,PERSONAL,12.99,0.39,3,635,1
22,male,High School,58859,1,RENT,20000,VENTURE,11.36,0.34,4,672,1
23,female,Master,60235,4,RENT,20000,EDUCATION,6.54,0.33,4,615,1
25,female,Master,25654,6,MORTGAGE,4000,VENTURE,5.79,0.16,2,725,0
25,female,Bachelor,61114,1,RENT,20000,DEBTCONSOLIDATION,7.49,0.33,3,639,1
25,female,Bachelor,60990,1,RENT,20000,EDUCATION,13.43,0.33,2,691,1
22,female,Bachelor,61072,0,RENT,20000,DEBTCONSOLIDATION,13.22,0.33,2,681,1
22,female,Associate,53980,0,RENT,20000,EDUCATION,15.68,0.37,4,688,1
24,male,Bachelor,61918,2,RENT,20000,MEDICAL,11.01,0.32,3,672,1
25,female,Bachelor,62299,3,RENT,20000,HOMEIMPROVEMENT,11.48,0.32,3,680,1
24,male,Master,62192,3,RENT,20000,VENTURE,10.38,0.32,3,640,1
22,male,Bachelor,62045,0,RENT,20000,EDUCATION,12.53,0.32,3,629,1
22,male,Bachelor,62350,1,RENT,20000,EDUCATION,13.47,0.32,2,677,1
24,female,Associate,62508,0,RENT,20000,VENTURE,12.21,0.32,4,571,1
25,male,High School,63607,2,RENT,20000,VENTURE,10.99,0.31,3,647,1
25,male,Associate,63921,3,RENT,20000,EDUCATION,11.36,0.31,4,568,1
22,male,Bachelor,56273,0,RENT,20000,DEBTCONSOLIDATION,16.0,0.36,4,700,1
24,male,High School,63481,3,RENT,20000,EDUCATION,15.65,0.32,2,633,1
25,male,High School,56451,0,RENT,20000,DEBTCONSOLIDATION,11.78,0.35,2,646,1
24,female,Associate,63897,0,RENT,20000,HOMEIMPROVEMENT,11.01,0.31,3,614,1
22,female,High School,57193,0,RENT,20000,MEDICAL,16.77,0.35,3,532,1
22,male,Associate,65874,0,RENT,20000,EDUCATION,9.91,0.3,4,617,1
23,female,Associate,58705,3,RENT,20000,MEDICAL,15.65,0.34,4,603,1
23,male,High School,58236,2,RENT,20000,MEDICAL,14.96,0.34,3,588,1
23,male,Associate,65738,0,RENT,20000,VENTURE,11.83,0.3,4,668,1
24,male,High School,59765,2,RENT,20000,MEDICAL,11.66,0.33,4,643,1
26,male,High School,67019,2,RENT,20000,EDUCATION,12.18,0.3,4,639,1
24,female,Associate,67265,2,RENT,20000,HOMEIMPROVEMENT,6.91,0.3,2,525,1
25,male,Bachelor,66906,3,RENT,20000,DEBTCONSOLIDATION,6.91,0.3,3,666,1
26,female,Associate,59603,7,RENT,20000,HOMEIMPROVEMENT,19.79,0.34,3,642,1
25,male,High School,67174,2,RENT,20000,VENTURE,9.88,0.3,4,646,1
23,male,Associate,66844,0,RENT,20000,DEBTCONSOLIDATION,12.53,0.3,2,655,1
25,female,Associate,67482,6,RENT,20000,VENTURE,11.01,0.3,4,682,1
23,male,Master,69387,2,RENT,20000,EDUCATION,16.89,0.29,2,600,1
22,female,High School,62379,0,RENT,20000,PERSONAL,17.49,0.32,4,641,1
22,female,Associate,70529,1,RENT,20000,DEBTCONSOLIDATION,13.11,0.28,2,593,1
23,female,Associate,71255,2,RENT,20000,DEBTCONSOLIDATION,7.66,0.28,3,654,1
26,male,Master,71761,3,RENT,20000,MEDICAL,6.17,0.28,3,665,1
26,male,Bachelor,64550,8,RENT,20000,PERSONAL,16.35,0.31,4,649,1
23,female,Bachelor,72969,1,RENT,20000,MEDICAL,7.9,0.27,2,579,1
24,female,Bachelor,66060,4,RENT,20000,VENTURE,16.49,0.3,2,671,1
24,female,Master,72762,6,RENT,20000,PERSONAL,10.99,0.27,2,677,1
24,male,Master,25451,3,OWN,7750,VENTURE,6.91,0.3,3,594,0
25,female,Bachelor,65742,1,RENT,20000,PERSONAL,8.88,0.3,3,592,1
24,male,Bachelor,73352,1,RENT,20000,VENTURE,11.01,0.27,4,583,1
23,male,Master,65733,0,RENT,20000,DEBTCONSOLIDATION,14.84,0.3,3,592,1
23,male,Associate,65802,3,RENT,20000,PERSONAL,11.12,0.3,2,628,1
22,male,Bachelor,72562,1,RENT,20000,EDUCATION,7.88,0.28,3,567,1
25,female,Associate,73028,1,RENT,20000,EDUCATION,11.01,0.27,2,654,1
22,male,Associate,25537,0,MORTGAGE,6000,EDUCATION,15.99,0.23,4,623,0
25,male,Bachelor,73266,1,RENT,20000,EDUCATION,11.01,0.27,3,658,1
25,male,High School,65555,1,RENT,20000,PERSONAL,15.65,0.31,3,667,1
24,female,High School,65678,4,RENT,20000,PERSONAL,17.04,0.3,3,602,1
23,female,Bachelor,73286,3,RENT,20000,EDUCATION,12.21,0.27,2,687,1
25,female,High School,65967,6,RENT,20000,DEBTCONSOLIDATION,14.11,0.3,4,662,1
24,female,High School,73202,1,RENT,20000,PERSONAL,11.14,0.27,2,536,1
21,male,Associate,25710,0,OWN,2400,MEDICAL,11.49,0.09,4,623,0
24,female,Bachelor,73058,3,RENT,20000,PERSONAL,13.87,0.27,4,647,1
26,male,High School,72650,3,RENT,20000,HOMEIMPROVEMENT,10.08,0.28,4,606,1
23,male,High School,66301,2,RENT,20000,PERSONAL,16.7,0.3,4,645,1
24,male,High School,66951,2,RENT,20000,VENTURE,18.64,0.3,2,632,1
24,female,Bachelor,73899,0,RENT,20000,HOMEIMPROVEMENT,12.18,0.27,4,634,1
22,male,High School,25644,2,OWN,3800,DEBTCONSOLIDATION,11.01,0.15,3,645,0
25,female,High School,75578,2,RENT,20000,MEDICAL,6.54,0.26,3,574,1
24,male,High School,68349,3,RENT,20000,EDUCATION,14.61,0.29,4,576,1
21,female,Bachelor,68120,0,RENT,20000,VENTURE,17.39,0.29,3,664,1
24,male,High School,75484,2,RENT,20000,HOMEIMPROVEMENT,11.12,0.26,2,562,1
25,female,Bachelor,75802,2,RENT,20000,VENTURE,11.48,0.26,2,637,1
25,female,Master,76733,2,RENT,20000,MEDICAL,12.42,0.26,3,656,1
26,male,Bachelor,70484,4,RENT,20000,DEBTCONSOLIDATION,10.25,0.28,2,590,1
23,female,Bachelor,78886,1,RENT,20000,MEDICAL,10.65,0.25,3,653,1
24,female,Associate,25992,3,OWN,5000,PERSONAL,16.29,0.19,3,612,0
23,female,Bachelor,79348,0,RENT,20000,MEDICAL,10.37,0.25,2,703,1
23,male,Bachelor,78597,1,RENT,20000,VENTURE,11.49,0.25,3,596,1
26,female,Bachelor,71856,6,RENT,20000,PERSONAL,11.01,0.28,4,610,1
23,male,Master,72259,2,RENT,20000,EDUCATION,12.29,0.28,4,650,1
21,female,Bachelor,25869,0,MORTGAGE,3500,DEBTCONSOLIDATION,17.27,0.14,2,579,1
26,male,Associate,79098,2,RENT,20000,DEBTCONSOLIDATION,11.99,0.25,2,534,1
25,female,Associate,71754,4,RENT,20000,PERSONAL,14.84,0.28,2,540,1
23,male,High School,71688,0,RENT,20000,DEBTCONSOLIDATION,10.83,0.28,2,584,1
23,female,Associate,79539,5,RENT,20000,DEBTCONSOLIDATION,13.22,0.25,2,584,1
22,female,High School,81282,1,RENT,20000,EDUCATION,12.18,0.25,2,639,0
24,female,Master,81639,4,RENT,20000,HOMEIMPROVEMENT,13.48,0.24,2,681,0
26,male,High School,82432,6,RENT,20000,EDUCATION,10.75,0.24,4,710,0
24,male,High School,75890,2,RENT,20000,DEBTCONSOLIDATION,14.84,0.26,4,595,1
25,female,Bachelor,77982,6,RENT,20000,HOMEIMPROVEMENT,11.01,0.26,4,699,1
23,female,High School,86183,1,RENT,20000,EDUCATION,14.09,0.23,3,638,0
23,female,Associate,67625,0,RENT,20000,MEDICAL,15.2,0.3,4,620,1
24,female,Bachelor,25826,4,OTHER,6000,PERSONAL,12.21,0.23,2,655,0
23,male,Associate,80180,0,RENT,20000,VENTURE,14.11,0.25,3,666,1
22,male,High School,80179,0,RENT,20000,DEBTCONSOLIDATION,14.42,0.25,2,655,1
22,female,Bachelor,26137,0,MORTGAGE,1625,DEBTCONSOLIDATION,16.89,0.06,3,596,1
21,male,Associate,26112,0,MORTGAGE,4500,HOMEIMPROVEMENT,11.01,0.17,2,608,1
24,female,Associate,91001,0,RENT,20000,HOMEIMPROVEMENT,8.88,0.22,3,687,0
26,female,Bachelor,90805,4,RENT,20000,EDUCATION,11.01,0.22,3,603,0
22,male,High School,83759,1,RENT,20000,DEBTCONSOLIDATION,10.99,0.24,4,660,1
26,female,Bachelor,26792,4,OWN,5200,EDUCATION,12.42,0.19,3,674,0
24,male,Bachelor,83573,1,RENT,20000,HOMEIMPROVEMENT,14.82,0.24,4,693,1
23,female,Bachelor,91541,4,RENT,20000,PERSONAL,16.32,0.22,3,628,0
23,female,Associate,72279,2,RENT,20000,MEDICAL,16.0,0.28,3,688,1
26,male,Master,85207,2,RENT,20000,DEBTCONSOLIDATION,13.16,0.23,3,662,1
24,female,Associate,85232,5,RENT,20000,VENTURE,14.88,0.23,4,652,1
26,male,Master,86320,2,RENT,20000,HOMEIMPROVEMENT,13.36,0.23,2,655,1
21,female,High School,26946,0,OWN,7125,VENTURE,6.99,0.26,3,653,0
26,female,Bachelor,94812,4,RENT,20000,HOMEIMPROVEMENT,13.85,0.21,4,663,0
23,female,High School,74473,0,RENT,20000,MEDICAL,11.14,0.27,2,460,1
21,male,Bachelor,27072,0,MORTGAGE,3800,DEBTCONSOLIDATION,5.99,0.14,2,643,0
24,female,Master,87447,6,RENT,20000,DEBTCONSOLIDATION,11.01,0.23,4,632,1
23,female,High School,94310,0,RENT,20000,VENTURE,11.58,0.21,3,578,0
23,male,Master,96236,0,RENT,20000,EDUCATION,16.89,0.21,4,688,0
23,male,Master,96969,2,RENT,20000,MEDICAL,7.9,0.21,4,696,0
22,male,Associate,76808,0,RENT,20000,MEDICAL,14.91,0.26,4,611,1
22,male,High School,26872,3,OWN,8500,VENTURE,6.54,0.32,4,656,0
26,male,Bachelor,76420,2,RENT,20000,MEDICAL,13.85,0.26,3,656,1
25,male,High School,89914,7,RENT,20000,PERSONAL,15.95,0.22,4,477,1
25,male,Associate,96778,2,RENT,20000,HOMEIMPROVEMENT,14.26,0.21,4,664,0
24,male,Master,26747,1,MORTGAGE,2000,DEBTCONSOLIDATION,14.84,0.07,2,704,1
22,female,Bachelor,99459,0,RENT,20000,EDUCATION,11.01,0.2,2,691,0
23,female,Associate,92036,2,RENT,20000,HOMEIMPROVEMENT,15.05,0.22,4,648,1
22,male,Master,93070,0,RENT,20000,EDUCATION,13.79,0.21,4,662,1
24,female,High School,101201,6,RENT,20000,EDUCATION,13.48,0.2,3,569,0
26,female,Bachelor,26764,4,OWN,3000,VENTURE,6.76,0.11,2,642,0
24,female,Master,95807,5,RENT,20000,HOMEIMPROVEMENT,14.11,0.21,2,678,1
26,male,Bachelor,88672,2,RENT,20000,PERSONAL,12.53,0.23,2,571,1
25,female,Associate,102975,0,RENT,20000,HOMEIMPROVEMENT,11.01,0.19,2,663,0
23,male,High School,94566,1,RENT,20000,HOMEIMPROVEMENT,18.25,0.21,2,611,1
24,female,Bachelor,109178,1,RENT,20000,DEBTCONSOLIDATION,6.54,0.18,3,630,0
22,female,Bachelor,27472,1,MORTGAGE,7000,EDUCATION,11.71,0.25,2,694,0
22,female,Bachelor,111365,1,RENT,20000,VENTURE,15.65,0.18,2,649,0
25,female,Bachelor,27570,0,MORTGAGE,5875,EDUCATION,6.62,0.21,2,680,1
23,male,Bachelor,27666,0,MORTGAGE,1550,DEBTCONSOLIDATION,7.49,0.06,2,658,1
23,male,Bachelor,100420,4,RENT,20000,DEBTCONSOLIDATION,11.01,0.2,2,571,1
23,male,High School,115130,4,RENT,20000,EDUCATION,10.99,0.17,2,701,0
24,female,Bachelor,114976,3,RENT,20000,HOMEIMPROVEMENT,11.01,0.17,3,665,0
22,male,Associate,27385,3,MORTGAGE,7200,PERSONAL,7.14,0.26,2,636,0
22,female,Associate,103798,0,RENT,20000,VENTURE,15.65,0.19,4,645,1
21,female,Bachelor,27493,2,OWN,4000,DEBTCONSOLIDATION,15.05,0.15,4,528,0
22,male,Master,27178,0,OWN,8500,DEBTCONSOLIDATION,15.05,0.31,4,626,0
24,female,Master,120691,2,RENT,20000,HOMEIMPROVEMENT,14.22,0.17,3,664,0
25,female,High School,106741,1,RENT,20000,HOMEIMPROVEMENT,16.35,0.19,3,650,1
25,female,High School,121016,0,RENT,20000,HOMEIMPROVEMENT,13.06,0.17,2,672,0
25,female,Bachelor,27635,2,OWN,7500,VENTURE,11.01,0.27,3,665,0
22,male,High School,90648,0,RENT,20000,MEDICAL,14.96,0.22,4,653,1
23,male,Associate,90887,2,RENT,20000,MEDICAL,17.04,0.22,2,685,1
26,male,Master,27364,0,OWN,5400,PERSONAL,5.42,0.2,3,646,0
23,female,Associate,112700,0,RENT,20000,PERSONAL,13.22,0.18,3,559,1
23,female,Bachelor,114961,1,RENT,20000,DEBTCONSOLIDATION,14.59,0.17,2,654,1
25,male,Associate,130715,5,RENT,20000,HOMEIMPROVEMENT,11.01,0.15,4,632,0
25,male,Bachelor,117215,2,RENT,20000,PERSONAL,11.01,0.17,3,672,1
23,male,High School,132975,1,RENT,20000,EDUCATION,12.42,0.15,3,630,0
23,male,Associate,133031,0,RENT,20000,VENTURE,11.01,0.15,2,709,0
22,female,Associate,28518,0,MORTGAGE,7125,HOMEIMPROVEMENT,11.71,0.25,3,564,1
23,male,High School,28149,0,MORTGAGE,3000,PERSONAL,8.9,0.11,2,626,1
25,female,Master,103168,1,RENT,20000,MEDICAL,17.39,0.19,2,662,1
23,female,Bachelor,28372,0,MORTGAGE,4800,PERSONAL,5.79,0.17,2,667,0
22,male,High School,28527,2,MORTGAGE,8300,PERSONAL,12.61,0.29,2,690,1
24,female,Associate,146157,0,RENT,20000,VENTURE,8.9,0.14,3,670,0
23,female,Associate,150985,0,RENT,20000,VENTURE,11.11,0.13,4,602,0
25,male,Associate,157396,3,RENT,20000,PERSONAL,15.27,0.13,2,687,0
24,female,Master,166817,2,RENT,20000,VENTURE,15.99,0.12,3,681,1
23,male,High School,28492,2,MORTGAGE,3600,HOMEIMPROVEMENT,17.27,0.13,3,502,1
26,male,Master,178602,6,RENT,20000,DEBTCONSOLIDATION,17.99,0.11,3,604,1
26,female,Bachelor,202337,2,RENT,20000,VENTURE,11.36,0.1,4,652,0
26,female,Bachelor,208059,4,RENT,20000,HOMEIMPROVEMENT,11.83,0.1,2,615,0
25,male,High School,28595,2,MORTGAGE,4400,HOMEIMPROVEMENT,6.76,0.15,2,611,0
25,female,Associate,70930,0,RENT,19900,MEDICAL,11.83,0.28,4,578,1
26,male,Master,24756,8,RENT,500,MEDICAL,11.41,0.02,2,659,0
25,male,High School,28644,4,MORTGAGE,10000,PERSONAL,11.01,0.35,2,570,1
23,male,Associate,13059,0,RENT,1000,PERSONAL,10.37,0.08,2,541,1
22,female,High School,13021,1,RENT,1000,HOMEIMPROVEMENT,14.74,0.08,4,610,1
21,female,Master,13197,1,RENT,1000,HOMEIMPROVEMENT,13.43,0.08,4,722,1
22,male,High School,29111,0,MORTGAGE,2400,EDUCATION,9.63,0.08,4,668,0
23,female,Master,13817,1,RENT,1000,MEDICAL,10.25,0.07,2,667,1
25,male,Bachelor,15255,2,RENT,1000,EDUCATION,10.65,0.07,2,611,0
22,male,High School,15102,1,RENT,1000,PERSONAL,13.57,0.07,3,559,1
22,female,Bachelor,16077,3,RENT,1000,PERSONAL,14.96,0.06,3,642,1
24,male,Bachelor,17683,0,RENT,1000,DEBTCONSOLIDATION,10.0,0.06,4,562,1
21,male,High School,18221,0,RENT,1000,VENTURE,16.29,0.05,4,559,1
23,female,Bachelor,28684,1,OWN,2000,VENTURE,11.11,0.07,3,591,0
22,male,Associate,18290,2,RENT,1000,VENTURE,16.69,0.05,3,623,1
22,male,Associate,18923,0,RENT,1000,MEDICAL,14.3,0.05,3,599,1
21,male,Bachelor,20259,0,RENT,1000,VENTURE,15.65,0.05,3,604,1
23,female,High School,48233,2,RENT,19000,EDUCATION,10.62,0.39,2,606,1
22,male,Associate,48844,0,RENT,19000,VENTURE,12.18,0.39,3,562,1
25,female,Master,57272,1,RENT,19000,MEDICAL,11.99,0.33,2,648,1
25,male,Bachelor,61342,1,RENT,19000,HOMEIMPROVEMENT,10.99,0.31,4,645,1
25,male,Bachelor,63600,0,RENT,19000,MEDICAL,11.01,0.3,4,610,1
26,male,High School,57891,2,RENT,19000,PERSONAL,16.7,0.33,4,649,1
25,male,Bachelor,65799,2,RENT,19000,DEBTCONSOLIDATION,11.01,0.29,4,640,1
22,male,Master,66071,0,RENT,19000,VENTURE,11.01,0.29,4,664,1
23,female,Associate,66303,3,RENT,19000,PERSONAL,11.14,0.29,2,611,1
26,male,Bachelor,75656,7,RENT,19000,MEDICAL,7.49,0.25,2,621,1
24,female,Bachelor,88452,0,RENT,19000,HOMEIMPROVEMENT,10.62,0.21,3,653,0
25,female,Bachelor,29498,6,MORTGAGE,6000,MEDICAL,14.59,0.2,2,664,1
26,male,Associate,116006,3,RENT,19000,PERSONAL,13.22,0.16,2,663,0
24,female,High School,210705,0,RENT,19000,PERSONAL,11.48,0.09,3,655,0
